muni_co,muni,dep_co,dep,votval,abelardo,ivan,paloma,votant
01004,ABEJORRAL,01,ANTIOQUIA,7472,4191,924,1635,7590
25004,ABREGO,25,NORTE DE SAN,13414,10215,1963,510,13529
52005,ACACIAS,52,META,57447,30711,17424,3765,59158
01007,ABRIAQUI,01,ANTIOQUIA,1077,592,102,319,1097
17004,ACANDI,17,CHOCO,4138,1887,1944,145,4201
05004,ACHI,05,BOLIVAR,7919,4658,2215,800,7992
19004,ACEVEDO,19,HUILA,12760,8820,2115,1145,12903
12075,AGUACHICA,12,CESAR,45830,27327,14388,1461,46530
19007,AGRADO,19,HUILA,4740,3022,1086,238,4795
27004,AGUADA,27,SANTANDER,876,563,110,175,882
46040,AGUAZUL,46,CASANARE,20581,11764,5718,1455,21094
09004,AGUADAS,09,CALDAS,10770,5965,1608,2250,11026
15004,AGUA DE DIOS,15,CUNDINAMARCA,5847,2712,2401,342,5940
12150,AGUSTIN CODAZZI,12,CESAR,25097,9641,13803,674,25399
19010,AIPE,19,HUILA,9162,4851,3058,690,9266
27007,ALBANIA,27,SANTANDER,2007,1217,396,323,2025
23004,ALBAN (SAN JOSE),23,NARIÑO,4437,1787,1674,734,4515
15007,ALBAN,15,CUNDINAMARCA,3376,1883,868,339,3421
23007,ALDANA,23,NARIÑO,4136,1135,2718,129,4206
31004,ALCALA,31,VALLE,6258,2833,2456,481,6412
01010,ALEJANDRIA,01,ANTIOQUIA,2724,1811,389,312,2760
48002,ALBANIA,48,LA GUAJIRA,9887,2387,7040,104,10030
21008,ALGARROBO,21,MAGDALENA,4913,978,3585,169,4953
19013,ALGECIRAS,19,HUILA,9438,5261,2710,748,9648
44002,ALBANIA,44,CAQUETA,2295,1420,594,103,2336
11004,ALMAGUER,11,CAUCA,7521,434,6708,169,7677
29004,ALPUJARRA,29,TOLIMA,2114,1153,407,465,2135
07007,ALMEIDA,07,BOYACA,990,641,235,52,1008
17006,ALTO BAUDO (PIE DE PATO),17,CHOCO,4964,146,4717,48,4985
19016,ALTAMIRA,19,HUILA,2007,1075,772,55,2020
01013,AMAGA,01,ANTIOQUIA,12966,6531,3882,1067,13229
29007,ALVARADO,29,TOLIMA,4699,2028,1935,507,4777
15010,ANAPOIMA,15,CUNDINAMARCA,8686,5012,2349,779,8775
23010,ANCUYA,23,NARIÑO,3846,526,3033,152,3881
01019,ANDES,01,ANTIOQUIA,17551,10148,2566,3583,17719
01022,ANGELOPOLIS,01,ANTIOQUIA,2899,1619,544,410,2955
31007,ANDALUCIA,31,VALLE,10811,3604,5969,541,10949
88120,ALEMANIA,88,CONSULADOS,11994,2500,5649,1464,12005
05006,ALTOS DEL ROSARIO,05,BOLIVAR,3193,1954,1104,36,3221
01025,ANGOSTURA,01,ANTIOQUIA,3478,1816,559,600,3667
01016,AMALFI,01,ANTIOQUIA,6657,4087,1140,572,6760
15013,ANOLAIMA,15,CUNDINAMARCA,7722,4389,1867,857,7811
09007,ANSERMA,09,CALDAS,15264,7569,3630,2440,15704
31010,ANSERMANUEVO,31,VALLE,8358,3422,2708,1561,8531
29010,AMBALEMA,29,TOLIMA,3372,1307,1623,292,3432
01028,ANORI,01,ANTIOQUIA,3758,1811,1275,215,3813
01031,ANTIOQUIA,01,ANTIOQUIA,12060,5907,3261,1673,12290
29013,ANZOATEGUI,29,TOLIMA,3838,2077,894,563,3893
01034,ANZA,01,ANTIOQUIA,2901,1811,400,463,2953
24008,APIA,24,RISARALDA,5513,2667,1292,974,5648
07008,AQUITANIA (PUEBLOVIEJO),07,BOYACA,7441,4882,1210,883,7555
15217,APULO,15,CUNDINAMARCA,4523,2622,1292,355,4585
21010,ARACATACA,21,MAGDALENA,12389,3955,7645,249,12494
09013,ARANZAZU,09,CALDAS,5859,2967,679,1190,6021
27010,ARATOCA,27,SANTANDER,4613,3154,867,372,4656
01035,APARTADO,01,ANTIOQUIA,54380,16661,32102,2067,54916
15016,ARBELAEZ,15,CUNDINAMARCA,6671,3750,1781,605,6728
23013,ARBOLEDA (BERRUECOS),23,NARIÑO,3310,1167,1711,276,3363
25007,ARBOLEDAS,25,NORTE DE SAN,4841,3650,377,603,4880
07010,ARCABUCO,07,BOYACA,3314,1718,1019,321,3367
11005,ARGELIA,11,CAUCA,15791,1575,12563,350,16688
31013,ARGELIA,31,VALLE,2729,1357,586,621,2772
21012,ARIGUANI (EL DIFICIL),21,MAGDALENA,11296,5232,5064,577,11450
40010,ARAUQUITA,40,ARAUCA,14270,4931,7671,501,14684
01037,ARBOLETES,01,ANTIOQUIA,9773,4837,4120,414,9852
40001,ARAUCA,40,ARAUCA,35371,22710,7194,2745,35855
88130,ARGELIA,88,CONSULADOS,8,2,2,0,8
88155,ARGENTINA,88,CONSULADOS,10356,3817,4499,908,10374
05007,ARJONA,05,BOLIVAR,26981,7380,17814,585,27341
05005,ARENAL,05,BOLIVAR,3002,1103,1723,62,3030
01039,ARGELIA,01,ANTIOQUIA,3164,1946,334,670,3202
01040,ARMENIA,01,ANTIOQUIA,2256,1311,400,399,2305
26001,ARMENIA,26,QUINDIO,169637,84364,53484,14209,171970
12170,ASTREA,12,CESAR,8743,4758,3664,116,8807
29019,ATACO,29,TOLIMA,7489,4326,1413,1341,7600
05009,ARROYO HONDO,05,BOLIVAR,3890,2650,982,123,3913
29016,ARMERO (GUAYABAL),29,TOLIMA,5668,2143,2853,329,5790
88160,ARUBA,88,CONSULADOS,3505,2377,773,203,3515
88165,AUSTRALIA,88,CONSULADOS,20274,6933,8565,1431,20296
13004,AYAPEL,13,CORDOBA,14331,6836,6663,323,14456
17007,BAGADO,17,CHOCO,2843,289,2410,58,2868
17008,BAHIA SOLANO (MUTIS),17,CHOCO,3623,655,2722,117,3669
17010,BAJO BAUDO (PIZARRO),17,CHOCO,3968,263,3409,158,4038
11006,BALBOA,11,CAUCA,13864,1470,10892,433,14522
24013,BALBOA,24,RISARALDA,2968,1410,978,312,3040
01043,BARBOSA,01,ANTIOQUIA,23983,11617,6929,2731,24555
52006,BARRANCA DE UPIA,52,META,3611,1818,1226,280,3711
19019,BARAYA,19,HUILA,3275,2084,802,232,3392
27016,BARICHARA,27,SANTANDER,5539,3554,1157,412,5594
88170,AUSTRIA,88,CONSULADOS,1640,416,802,161,1640
88135,AZERBAIYAN,88,CONSULADOS,22,3,11,4,22
03004,BARANOA,03,ATLANTICO,29255,9686,17979,477,29388
23016,BARBACOAS,23,NARIÑO,7919,873,6204,309,8127
03001,BARRANQUILLA,03,ATLANTICO,598064,272331,281123,11466,601596
27019,BARRANCABERMEJA,27,SANTANDER,119407,38355,69511,3546,121378
48004,BARRANCAS,48,LA GUAJIRA,12190,3419,8124,281,12260
05010,BARRANCO DE LOBA,05,BOLIVAR,5273,3084,1917,107,5326
50070,BARRANCOMINAS,50,GUAINIA,1700,124,1457,15,1724
09022,BELALCAZAR,09,CALDAS,5229,1930,1331,1158,5331
12180,BECERRIL,12,CESAR,9147,3328,5299,153,9240
07013,BELEN,07,BOYACA,4496,2430,1222,463,4556
27013,BARBOSA,27,SANTANDER,16943,9002,5605,1278,17154
23017,BELEN,23,NARIÑO,3085,786,1828,240,3127
44004,BELEN DE LOS ANDAQUIES,44,CAQUETA,4239,2490,1287,180,4336
24021,BELEN DE UMBRIA,24,RISARALDA,11159,5737,2824,1534,11471
15019,BELTRAN,15,CUNDINAMARCA,1175,673,408,51,1192
01052,BETANIA,01,ANTIOQUIA,3617,2365,494,477,3661
07016,BERBEO,07,BOYACA,905,460,335,58,914
27022,BETULIA,27,SANTANDER,2703,1695,518,264,2746
01055,BETULIA,01,ANTIOQUIA,5591,3581,605,960,5703
88190,BELGICA,88,CONSULADOS,2655,801,1161,350,2656
01049,BELLO,01,ANTIOQUIA,225626,116690,63055,18571,228294
01046,BELMIRA,01,ANTIOQUIA,2729,1611,351,448,2771
16001,BOGOTA. D.C.,16,BOGOTA D.C.,4094508,1543517,1706249,372142,4130084
15022,BITUIMA,15,CUNDINAMARCA,1701,1079,352,171,1718
07019,BETEITIVA,07,BOYACA,1216,658,376,105,1225
25010,BOCHALEMA,25,NORTE DE SAN,5067,3973,569,235,5096
07022,BOAVITA,07,BOYACA,2686,1704,548,286,2713
17011,BOJAYA (BELLAVISTA),17,CHOCO,3149,153,2854,95,3169
01058,BOLIVAR,01,ANTIOQUIA,11749,7523,1642,1791,11908
27025,BOLIVAR,27,SANTANDER,4365,2487,1140,552,4421
11007,BOLIVAR,11,CAUCA,17799,1848,14031,1021,18423
15025,BOJACA,15,CUNDINAMARCA,5406,2056,2473,368,5605
31016,BOLIVAR,31,VALLE,7165,3376,2275,1105,7251
88215,BOLIVIA,88,CONSULADOS,644,439,125,39,645
12200,BOSCONIA,12,CESAR,16232,6307,9008,310,16550
07025,BOYACA,07,BOYACA,2413,1438,673,153,2446
01062,BRICEÑO,01,ANTIOQUIA,1816,1022,437,131,1888
07028,BRICEÑO,07,BOYACA,1431,1048,192,118,1439
25013,BUCARASICA,25,NORTE DE SAN,2713,2346,124,118,2740
07031,BUENAVISTA,07,BOYACA,3089,2257,486,231,3120
31019,BUENAVENTURA,31,VALLE,89716,10788,72065,3296,91352
88220,BRASIL,88,CONSULADOS,4159,1418,1895,440,4170
27001,BUCARAMANGA,27,SANTANDER,341323,198332,91324,19709,343539
13007,BUENAVISTA,13,CORDOBA,9028,2602,6031,88,9116
26005,BUENAVISTA,26,QUINDIO,1528,815,472,148,1550
28010,BUENAVISTA,28,SUCRE,5201,2188,2625,252,5233
11010,BUENOS AIRES,11,CAUCA,11033,2982,6162,657,12110
68013,BUENOS AIRES (PACOA),68,VAUPES,353,7,330,3,356
31022,BUGA,31,VALLE,64729,20612,36630,2694,65520
31025,BUGALAGRANDE,31,VALLE,11935,3123,7580,569,12077
01061,BURITICA,01,ANTIOQUIA,3470,1749,1075,360,3527
17002,ATRATO (YUTO),17,CHOCO,3688,543,2881,86,3765
27028,CABRERA,27,SANTANDER,1176,853,103,187,1182
15029,CABRERA,15,CUNDINAMARCA,1976,615,1203,75,2002
23019,BUESACO,23,NARIÑO,10602,3965,5091,881,10801
07034,BUSBANZA,07,BOYACA,682,404,169,68,687
01064,CACERES,01,ANTIOQUIA,6365,2099,3635,197,6491
52008,CABUYARO,52,META,4160,2468,1065,280,4255
25019,CACHIRA,25,NORTE DE SAN,4653,3885,342,295,4677
31028,CAICEDONIA,31,VALLE,13933,6695,4478,1681,14286
25016,CACOTA,25,NORTE DE SAN,1577,1226,178,84,1594
28020,CAIMITO,28,SUCRE,5680,1518,3843,174,5717
01067,CAICEDO,01,ANTIOQUIA,3008,1363,493,832,3096
15030,CACHIPAY,15,CUNDINAMARCA,6433,3574,1716,680,6511
11013,CAJIBIO,11,CAUCA,14475,3440,8348,1397,15223
50073,CACAHUAL,50,GUAINIA,41,4,31,1,41
15031,CAJICA,15,CUNDINAMARCA,53287,25420,16176,5160,53818
05013,CALAMAR,05,BOLIVAR,8118,4103,3427,297,8234
54003,CALAMAR,54,GUAVIARE,3080,1198,1434,122,3161
26010,CALARCA,26,QUINDIO,36603,17276,11800,3976,37418
01070,CALDAS,01,ANTIOQUIA,46595,22385,13435,4339,47528
29022,CAJAMARCA,29,TOLIMA,8884,4531,2900,796,9059
07037,CALDAS,07,BOYACA,1920,1193,434,178,1937
27031,CALIFORNIA,27,SANTANDER,1266,908,191,87,1277
31040,CALIMA (DARIEN),31,VALLE,8344,3579,3637,474,8513
11016,CALDONO,11,CAUCA,17127,1831,13997,639,17512
31001,CALI,31,VALLE,1053010,371718,541270,56344,1063418
88250,CANADA,88,CONSULADOS,42006,21109,11879,4353,42038
11019,CALOTO,11,CAUCA,14717,2194,11285,587,15024
19022,CAMPOALEGRE,19,HUILA,15201,7645,5665,899,15578
07040,CAMPOHERMOSO,07,BOYACA,1395,1060,195,81,1404
31031,CANDELARIA,31,VALLE,54085,11821,36468,2378,54990
13009,CANALETE,13,CORDOBA,8104,2822,4934,130,8167
03007,CAMPO DE LA CRUZ,03,ATLANTICO,8464,4989,2878,355,8526
03010,CANDELARIA,03,ATLANTICO,5710,3401,1964,160,5753
05014,CANTAGALLO,05,BOLIVAR,4539,1781,2519,64,4571
27034,CAPITANEJO,27,SANTANDER,2932,2146,402,261,2957
01078,CARACOLI,01,ANTIOQUIA,1965,1129,445,248,1991
15037,CAQUEZA,15,CUNDINAMARCA,9789,5809,2764,491,9951
27037,CARCASI,27,SANTANDER,2044,1610,163,166,2057
01079,CARAMANTA,01,ANTIOQUIA,2385,1168,387,659,2420
15034,CAPARRAPI,15,CUNDINAMARCA,5614,4269,715,359,5678
01080,CAREPA,01,ANTIOQUIA,22103,7089,12538,1009,22386
15040,CARMEN DE CARUPA,15,CUNDINAMARCA,3957,2448,693,462,4022
17015,CARMEN DEL DARIEN,17,CHOCO,4157,478,3436,103,4205
01085,CAROLINA,01,ANTIOQUIA,2365,1350,483,322,2402
01082,CARMEN DE VIBORAL,01,ANTIOQUIA,34268,19259,7719,3180,34724
44003,CARTAGENA DEL CHAIRA,44,CAQUETA,12795,3953,6593,499,13436
31034,CARTAGO,31,VALLE,65738,30265,24806,4669,66940
68004,CARURU,68,VAUPES,535,57,413,24,541
29025,CARMEN DE APICALA,29,TOLIMA,6174,3222,1592,948,6242
05001,CARTAGENA,05,BOLIVAR,418110,142674,239504,10912,420599
01088,CAUCASIA,01,ANTIOQUIA,37015,14390,18877,1065,37632
01076,CAÑASGORDAS,01,ANTIOQUIA,7497,4258,1044,1777,7586
52010,CASTILLA LA NUEVA,52,META,9888,5026,3122,763,10159
27040,CEPITA,27,SANTANDER,1356,989,195,123,1358
07043,CERINZA,07,BOYACA,2307,974,785,316,2352
27043,CERRITO,27,SANTANDER,3313,2366,475,285,3348
17014,CERTEGUI,17,CHOCO,2065,282,1520,132,2110
23038,CHACHAGUI,23,NARIÑO,7929,1807,5575,242,8027
21013,CERRO DE SAN ANTONIO,21,MAGDALENA,3270,1769,1312,114,3299
15052,CHAGUANI,15,CUNDINAMARCA,2291,1522,412,235,2308
46120,CHAMEZA,46,CASANARE,1261,835,267,88,1269
01073,CAMPAMENTO,01,ANTIOQUIA,2031,1131,426,220,2074
29028,CASABIANCA,29,TOLIMA,2799,1462,597,493,2856
27064,CHARTA,27,SANTANDER,2377,1587,264,411,2382
15055,CHIA,15,CUNDINAMARCA,94808,47983,26293,8934,95544
27061,CHARALA,27,SANTANDER,6729,4201,1387,713,6792
27067,CHIMA,27,SANTANDER,1620,1052,207,284,1639
13010,CERETE,13,CORDOBA,44476,14984,26771,991,44885
28045,CHALAN,28,SUCRE,2516,1025,1267,130,2535
01106,CHIGORODO,01,ANTIOQUIA,24344,8393,13171,965,24689
13016,CHIMA,13,CORDOBA,7090,2923,3737,300,7125
29040,CHAPARRAL,29,TOLIMA,18909,9146,6450,2001,19268
88305,CHILE,88,CONSULADOS,18233,7897,7341,1558,18348
12300,CHIMICHAGUA,12,CESAR,11657,6143,4827,279,11756
07064,CHINAVITA,07,BOYACA,1914,1355,353,132,1925
09034,CHINCHINA,09,CALDAS,26429,11936,8441,2991,27154
25028,CHINACOTA,25,NORTE DE SAN,9971,7401,1455,471,10058
88315,CHINA REPUBLICA POPULAR,88,CONSULADOS,720,300,226,99,720
13019,CHINU,13,CORDOBA,23683,11401,9086,2346,23972
15058,CHIPAQUE,15,CUNDINAMARCA,5781,3497,1552,310,5866
07067,CHIQUINQUIRA,07,BOYACA,29018,15041,9233,2278,29399
27070,CHIPATA,27,SANTANDER,2169,1288,558,205,2201
12375,CHIRIGUANA,12,CESAR,11396,4190,6579,248,11513
07068,CHIQUIZA,07,BOYACA,2383,1480,689,93,2410
07070,CHISCAS,07,BOYACA,1584,1152,209,162,1592
07073,CHITA,07,BOYACA,3201,2402,520,165,3235
07076,CHITARAQUE,07,BOYACA,2905,2043,452,267,2922
25031,CHITAGA,25,NORTE DE SAN,5414,4114,480,457,5478
07077,CHIVATA,07,BOYACA,2245,1067,659,302,2268
21015,CHIVOLO,21,MAGDALENA,6882,3685,2873,92,6929
07078,CHIVOR,07,BOYACA,1132,936,114,41,1140
15061,CHOACHI,15,CUNDINAMARCA,8443,5595,1695,609,8512
15064,CHOCONTA,15,CUNDINAMARCA,11108,6416,2791,769,11344
05015,CICUCO,05,BOLIVAR,4756,1539,2873,193,4809
21016,CIENAGA,21,MAGDALENA,43313,14136,25967,1104,43832
07046,CIENEGA,07,BOYACA,2407,1772,280,216,2428
26020,CIRCASIA,26,QUINDIO,15121,7608,4582,1591,15389
27045,CIMITARRA,27,SANTANDER,15118,8256,4749,1131,15492
05018,CLEMENCIA,05,BOLIVAR,5613,1831,3422,128,5674
01091,CISNEROS,01,ANTIOQUIA,6579,3523,1639,758,6693
13013,CIENAGA DE ORO,13,CORDOBA,26400,6537,18890,352,26593
29031,COELLO,29,TOLIMA,4917,1926,2446,337,4984
15043,COGUA,15,CUNDINAMARCA,12624,5245,4940,965,12868
01094,COCORNA,01,ANTIOQUIA,8669,5912,1017,1115,8811
19028,COLOMBIA,19,HUILA,3495,2382,604,334,3518
23022,COLON (GENOVA),23,NARIÑO,3646,704,2515,189,3754
64007,COLON,64,PUTUMAYO,2848,663,1878,184,2870
28030,COLOSO (RICAURTE),28,SUCRE,4338,1440,2548,199,4384
07049,COMBITA,07,BOYACA,6000,2554,2125,748,6074
01097,CONCEPCION,01,ANTIOQUIA,2720,1902,278,342,2761
01100,CONCORDIA,01,ANTIOQUIA,6764,4234,901,1054,6872
27046,CONCEPCION,27,SANTANDER,3074,2063,497,362,3099
21020,CONCORDIA,21,MAGDALENA,4389,1702,2414,134,4418
17013,CONDOTO,17,CHOCO,4116,515,3216,190,4240
23025,CONSACA,23,NARIÑO,5519,1500,3385,314,5629
27049,CONFINES,27,SANTANDER,1899,1450,164,217,1906
25022,CONVENCION,25,NORTE DE SAN,6290,3082,2594,197,6391
23028,CONTADERO,23,NARIÑO,3770,1140,2331,153,3804
27052,CONTRATACION,27,SANTANDER,1832,1199,400,161,1854
07052,COPER,07,BOYACA,1788,1424,222,79,1798
05016,CORDOBA,05,BOLIVAR,7269,2778,4175,129,7321
23031,CORDOBA,23,NARIÑO,6523,887,5158,207,6586
26025,CORDOBA,26,QUINDIO,2936,1305,1134,303,2990
01103,COPACABANA,01,ANTIOQUIA,45747,23129,13240,3660,46373
88275,COREA DEL SUR,88,CONSULADOS,252,96,82,34,252
11022,CORINTO,11,CAUCA,12983,1927,10040,432,13201
27055,COROMORO,27,SANTANDER,2834,2162,297,258,2852
07055,CORRALES,07,BOYACA,1722,931,524,135,1735
15046,COTA,15,CUNDINAMARCA,22540,11715,6260,2119,22726
13014,COTORRA (BONGO),13,CORDOBA,8968,3216,5000,551,9024
07058,COVARACHIA,07,BOYACA,1869,1467,195,155,1879
88285,COSTA RICA,88,CONSULADOS,5702,3788,1060,495,5712
29034,COYAIMA,29,TOLIMA,9864,3302,5245,905,10056
28040,COROZAL,28,SUCRE,30942,11441,17816,649,31177
15049,CUCUNUBA,15,CUNDINAMARCA,3961,2804,509,386,4015
07059,CUBARA,07,BOYACA,2979,1051,1679,75,3042
23034,CUASPUD (CARLOSAMA),23,NARIÑO,4548,951,3250,137,4646
07060,CUCAITA,07,BOYACA,2190,985,838,210,2212
07061,CUITIVA,07,BOYACA,1098,573,284,175,1108
25025,CUCUTILLA,25,NORTE DE SAN,4329,3403,340,379,4376
72006,CUMARIBO,72,VICHADA,7756,1230,6066,132,7857
28041,COVEÑAS,28,SUCRE,8320,2834,4328,836,8388
40015,CRAVO NORTE,40,ARAUCA,1333,976,242,49,1350
52015,CUBARRAL,52,META,3904,2654,740,320,3933
25001,CUCUTA,25,NORTE DE SAN,370744,267412,56294,17339,373636
88290,CUBA,88,CONSULADOS,606,120,449,14,608
52020,CUMARAL,52,META,13168,7338,3842,988,13359
23037,CUMBAL,23,NARIÑO,16111,2485,12532,494,16288
23039,CUMBITARA,23,NARIÑO,4986,378,4107,89,5163
29037,CUNDAY,29,TOLIMA,3878,2312,730,690,3913
44012,CURILLO,44,CAQUETA,2851,1475,988,145,2910
12225,CURUMANI,12,CESAR,15356,6565,7793,300,15623
27058,CURITI,27,SANTANDER,7604,4951,1629,617,7674
01109,DABEIBA,01,ANTIOQUIA,7702,3711,2923,511,7842
31037,DAGUA,31,VALLE,19279,7193,9228,1613,19601
48005,DIBULLA,48,LA GUAJIRA,8789,2752,5527,150,8879
48008,DISTRACCION,48,LA GUAJIRA,4948,1959,2764,80,4985
29043,DOLORES,29,TOLIMA,3904,2544,784,404,3946
07079,DUITAMA,07,BOYACA,69312,29238,27239,5477,70029
25034,DURANIA,25,NORTE DE SAN,3030,2251,311,297,3050
01112,DON MATIAS,01,ANTIOQUIA,9737,6501,1263,999,9894
01115,EBEJICO,01,ANTIOQUIA,5542,3233,946,932,5640
31043,EL AGUILA,31,VALLE,3696,1927,717,762,3765
88140,CURAZAO,88,CONSULADOS,1184,801,293,38,1191
88325,DINAMARCA,88,CONSULADOS,664,123,304,103,665
24025,DOSQUEBRADAS,24,RISARALDA,107908,46881,40698,8388,109892
88330,ECUADOR,88,CONSULADOS,9228,5035,2505,1008,9367
01117,EL BAGRE,01,ANTIOQUIA,13496,5608,6230,507,13919
21025,EL BANCO,21,MAGDALENA,22356,11876,9117,610,22571
52025,EL CALVARIO,52,META,769,527,87,111,774
31046,EL CAIRO,31,VALLE,2784,1311,739,512,2842
88335,EGIPTO,88,CONSULADOS,161,91,38,14,161
17017,EL CANTON DEL SAN PABLO (MAN.,17,CHOCO,2281,406,1709,48,2347
25037,EL CARMEN,25,NORTE DE SAN,5179,3372,1468,104,5230
27071,EL CARMEN,27,SANTANDER,7881,6433,662,455,7952
52027,EL CASTILLO,52,META,3401,1496,1529,158,3468
17016,EL CARMEN,17,CHOCO,3810,1862,1376,290,3874
05022,EL CARMEN DE BOLIVAR,05,BOLIVAR,27586,14641,10555,1390,27903
31049,EL CERRITO,31,VALLE,31177,7562,20795,1185,31582
23041,EL CHARCO,23,NARIÑO,7383,621,6318,128,7545
07082,EL COCUY,07,BOYACA,1809,1270,271,164,1845
15067,EL COLEGIO,15,CUNDINAMARCA,14917,7349,5011,1453,15091
12410,EL COPEY,12,CESAR,12154,4103,7212,364,12292
44005,EL DONCELLO,44,CAQUETA,8099,4301,2624,424,8280
52028,EL DORADO,52,META,2564,1652,547,253,2601
31052,EL DOVIO,31,VALLE,5161,2646,1627,380,5289
60010,EL ENCANTO,60,AMAZONAS,270,37,216,8,271
27073,EL GUACAMAYO,27,SANTANDER,976,504,76,369,982
05025,EL GUAMO,05,BOLIVAR,3395,1784,1458,56,3428
07085,EL ESPINO,07,BOYACA,1325,916,154,210,1334
17038,EL LITORAL DEL SAN JUAN,17,CHOCO,4328,95,4179,4,4365
48006,EL MOLINO,48,LA GUAJIRA,4233,1926,2114,73,4285
12415,EL PASO,12,CESAR,16047,4907,10256,299,16240
44006,EL PAUJIL,44,CAQUETA,5764,2531,2492,287,5899
23044,EL PEÑOL,23,NARIÑO,3946,1055,2600,91,4035
05027,EL PEÑON,05,BOLIVAR,2736,1343,1257,67,2762
15070,EL PEÑON,15,CUNDINAMARCA,2490,1810,327,246,2505
21028,EL PIÑON,21,MAGDALENA,5807,2480,2868,303,5849
27074,EL PLAYON,27,SANTANDER,7470,5301,1308,452,7564
27075,EL PEÑON,27,SANTANDER,1927,1319,327,197,1945
21030,EL RETEN,21,MAGDALENA,6874,1257,5223,83,6939
54007,EL RETORNO,54,GUAVIARE,4593,2609,1305,266,4703
23040,EL ROSARIO,23,NARIÑO,4383,475,3564,92,4490
28042,EL ROBLE,28,SUCRE,5621,1659,3729,135,5660
15072,EL ROSAL,15,CUNDINAMARCA,14753,6554,5587,1084,15304
23043,EL TABLON,23,NARIÑO,6579,2024,3836,390,6642
11025,EL TAMBO,11,CAUCA,27492,5627,16637,2155,29758
19031,ELIAS,19,HUILA,2289,1482,508,162,2310
27079,ENCISO,27,SANTANDER,2203,1566,303,246,2219
25038,EL ZULIA,25,NORTE DE SAN,14826,11657,1716,530,14983
27076,ENCINO,27,SANTANDER,1340,1087,87,119,1346
01121,ENVIGADO,01,ANTIOQUIA,163223,106750,23934,14875,164295
88340,EL SALVADOR,88,CONSULADOS,441,279,60,57,441
25036,EL TARRA,25,NORTE DE SAN,6398,1275,4640,71,6512
23046,EL TAMBO,23,NARIÑO,7621,2594,4105,480,7791
88350,EMIRATOS ARABES UNIDOS,88,CONSULADOS,2539,1664,446,225,2542
88355,ESPAÑA,88,CONSULADOS,127207,51858,54162,11073,127637
01118,ENTRERRIOS,01,ANTIOQUIA,5771,3765,775,542,5842
29049,FALAN,29,TOLIMA,3419,1518,1268,381,3497
09037,FILADELFIA,09,CALDAS,4588,2313,744,757,4715
26030,FILANDIA,26,QUINDIO,6157,3340,1496,747,6292
07088,FIRAVITOBA,07,BOYACA,3550,1461,1384,367,3595
88360,ESTADOS UNIDOS,88,CONSULADOS,215917,155816,32324,17507,216105
15076,FACATATIVA,15,CUNDINAMARCA,72672,24970,34701,5110,74627
29046,ESPINAL,29,TOLIMA,38838,17320,13830,4686,39568
88375,FINLANDIA,88,CONSULADOS,302,70,141,40,302
11027,FLORENCIA,11,CAUCA,3309,585,1989,465,3435
44001,FLORENCIA,44,CAQUETA,78308,41108,26756,4237,79329
07091,FLORESTA,07,BOYACA,2431,1578,485,218,2446
31055,FLORIDA,31,VALLE,31380,6025,22399,1427,31818
48007,FONSECA,48,LA GUAJIRA,15065,4835,9393,293,15163
15079,FOMEQUE,15,CUNDINAMARCA,6723,4786,991,601,6771
29052,FLANDES,29,TOLIMA,11934,5385,4797,1010,12153
27082,FLORIDABLANCA,27,SANTANDER,156443,90033,42163,9691,157563
40017,FORTUL,40,ARAUCA,6189,1628,3869,228,6393
15085,FOSCA,15,CUNDINAMARCA,3493,2487,765,118,3502
27080,FLORIAN,27,SANTANDER,3129,1684,888,441,3150
88380,FRANCIA,88,CONSULADOS,14259,3607,6699,1670,14271
23047,FRANCISCO PIZARRO (SALAHONDA),23,NARIÑO,3066,154,2781,49,3104
01124,FREDONIA,01,ANTIOQUIA,8694,4536,2065,1355,8864
01127,FRONTINO,01,ANTIOQUIA,6547,3173,2033,762,6669
52030,FUENTE DE ORO,52,META,5758,3214,1842,301,5889
21031,FUNDACION,21,MAGDALENA,24474,11406,11518,577,24745
15088,FUNZA,15,CUNDINAMARCA,58361,22662,25293,3808,59358
23049,FUNES,23,NARIÑO,3567,624,2138,720,3600
29055,FRESNO,29,TOLIMA,14297,6891,3561,2412,14631
15091,FUQUENE,15,CUNDINAMARCA,2962,1637,825,255,3018
15097,GACHALA,15,CUNDINAMARCA,2715,1644,712,194,2749
15100,GACHANCIPA,15,CUNDINAMARCA,9510,3201,4679,600,9743
07094,GACHANTIVA,07,BOYACA,1813,1176,368,186,1847
15103,GACHETA,15,CUNDINAMARCA,5197,3018,1284,495,5268
28048,GALERAS (NUEVA GRANADA),28,SUCRE,9204,5446,2842,534,9320
27085,GALAN,27,SANTANDER,1758,1329,193,189,1765
15106,GAMA,15,CUNDINAMARCA,1944,1330,378,111,1964
12450,GAMARRA,12,CESAR,6245,3580,2163,269,6283
27088,GAMBITA,27,SANTANDER,2242,1617,324,210,2267
19034,GARZON,19,HUILA,36725,21897,10038,2277,37216
07097,GAMEZA,07,BOYACA,2520,1791,387,202,2543
26040,GENOVA,26,QUINDIO,3719,1856,1028,532,3822
15109,GIRARDOT,15,CUNDINAMARCA,55222,26476,21283,3470,56007
01130,GIRALDO,01,ANTIOQUIA,2836,1446,876,305,2869
19037,GIGANTE,19,HUILA,11851,7006,3264,837,12022
03013,GALAPA,03,ATLANTICO,22189,6432,14528,327,22326
88115,GHANA,88,CONSULADOS,45,16,21,4,45
